PLAN START DATE;BATCH NO;DFF1;DFF2;DFF3;ITEM CODE;ITEM DESC;STATUS;PLAN QTY BOX;ACTUAL QTY BOX
10/01/2022;F2201000243;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/01/2022;F2201000244;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000245;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000246;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000247;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000248;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000249;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000250;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000251;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000252;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000253;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;80
05/01/2022;F2201000254;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000255;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
05/01/2022;F2201000256;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000257;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000258;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000259;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000260;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000261;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000262;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000263;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000264;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
05/01/2022;F2201000265;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000266;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000267;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000268;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
05/01/2022;F2201000269;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000270;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000271;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000272;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000273;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
05/01/2022;F2201000274;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000275;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000276;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
05/01/2022;F2201000277;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
05/01/2022;F2201000278;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000279;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000280;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000281;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
05/01/2022;F2201000282;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
05/01/2022;F2201000283;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000284;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000285;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/01/2022;F2201000286;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/01/2022;F2201000287;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000288;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000289;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000290;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000291;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000292;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/01/2022;F2201000293;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000294;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000295;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000296;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000297;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000298;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000299;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000300;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000301;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000302;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000303;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000304;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000305;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000306;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000307;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000308;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
06/01/2022;F2201000309;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000310;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000311;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000312;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000313;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000314;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000315;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000316;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000317;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000318;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000319;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
06/01/2022;F2201000320;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
06/01/2022;F2201000321;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000322;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000323;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
06/01/2022;F2201000324;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000325;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000326;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000327;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000328;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000329;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
06/01/2022;F2201000330;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
06/01/2022;F2201000331;-;;A;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;79
04/01/2022;F2201000332;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;372
04/01/2022;F2201000333;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;371
04/01/2022;F2201000334;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;365
04/01/2022;F2201000335;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;366
04/01/2022;F2201000336;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;380
04/01/2022;F2201000337;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;380
04/01/2022;F2201000338;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;373
04/01/2022;F2201000339;-;;A;1101927453;NS NANAS PLS 4PX40SX13G;Closed;380;373
05/01/2022;F2201000340;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;360
05/01/2022;F2201000341;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;360
05/01/2022;F2201000342;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;360
05/01/2022;F2201000343;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;360
05/01/2022;F2201000344;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
05/01/2022;F2201000345;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;358
05/01/2022;F2201000346;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
05/01/2022;F2201000347;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
05/01/2022;F2201000348;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;359
05/01/2022;F2201000349;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
05/01/2022;F2201000350;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
05/01/2022;F2201000351;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
05/01/2022;F2201000352;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
05/01/2022;F2201000353;-;;A;1101983453;NS JERUK MAROKO PLS 4PX40SX14G;Closed;369,25;369
06/01/2022;F2201000354;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;357
06/01/2022;F2201000355;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;357
06/01/2022;F2201000356;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;365
06/01/2022;F2201000357;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;362
06/01/2022;F2201000358;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;362
06/01/2022;F2201000359;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;366
06/01/2022;F2201000360;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;364,25
06/01/2022;F2201000361;-;;A;1101987453;NS MANGGA GANDARIA PLS 4PX40SX14G;Closed;367;364
07/01/2022;F2201000362;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;362
07/01/2022;F2201000363;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;363
07/01/2022;F2201000364;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;363
07/01/2022;F2201000365;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;363
07/01/2022;F2201000366;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;356
07/01/2022;F2201000367;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;355
07/01/2022;F2201000368;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;359,75
07/01/2022;F2201000369;-;;A;1101989453;NS ES CINCAU PLS 4PX40SX13G;Closed;367,25;360
04/01/2022;F2201000370;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;789
04/01/2022;F2201000371;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;771
05/01/2022;F2201000372;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;746
05/01/2022;F2201000373;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;780
06/01/2022;F2201000374;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;762
06/01/2022;F2201000375;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;773
07/01/2022;F2201000376;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;786
07/01/2022;F2201000377;-;;A;1102110453;NS NUTRI C1000 JERUK PLS 4PX40SX6G;Closed;799,75;758
03/01/2022;F2201000378;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;411
03/01/2022;F2201000379;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;410
03/01/2022;F2201000380;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423
03/01/2022;F2201000381;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;422
03/01/2022;F2201000382;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;411,75
03/01/2022;F2201000383;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;414
03/01/2022;F2201000384;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;411
03/01/2022;F2201000385;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423,25
03/01/2022;F2201000386;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;424
03/01/2022;F2201000387;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;414
05/01/2022;F2201000388;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;450
05/01/2022;F2201000389;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;451
05/01/2022;F2201000390;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;450
05/01/2022;F2201000391;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;450
05/01/2022;F2201000392;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;456
05/01/2022;F2201000393;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;456
05/01/2022;F2201000394;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;451
05/01/2022;F2201000395;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;451
05/01/2022;F2201000396;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;451
05/01/2022;F2201000397;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;450
05/01/2022;F2201000398;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
05/01/2022;F2201000399;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;454
05/01/2022;F2201000400;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
05/01/2022;F2201000401;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;454
05/01/2022;F2201000402;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
05/01/2022;F2201000403;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;462
05/01/2022;F2201000404;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
05/01/2022;F2201000405;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;463
05/01/2022;F2201000406;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;465,75
05/01/2022;F2201000407;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;465
07/01/2022;F2201000408;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;481
07/01/2022;F2201000409;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;469
07/01/2022;F2201000410;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;465
07/01/2022;F2201000411;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;459
07/01/2022;F2201000412;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;482
07/01/2022;F2201000413;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;465
07/01/2022;F2201000414;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;467
07/01/2022;F2201000415;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;475
07/01/2022;F2201000416;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;470
07/01/2022;F2201000417;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;475
07/01/2022;F2201000418;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;473
07/01/2022;F2201000419;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;468
07/01/2022;F2201000420;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;463
07/01/2022;F2201000421;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;470
07/01/2022;F2201000422;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;473
07/01/2022;F2201000423;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;476
07/01/2022;F2201000424;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;464
07/01/2022;F2201000425;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;475
07/01/2022;F2201000426;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;475,75
07/01/2022;F2201000427;-;;A;1101529453;NS ANGGUR PLS 4PX40SX11G;Closed;475,25;475
03/01/2022;F2201000428;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;464
03/01/2022;F2201000429;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;464
03/01/2022;F2201000430;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;478
03/01/2022;F2201000431;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;477,5
06/01/2022;F2201000432;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;456
06/01/2022;F2201000433;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;457,5
06/01/2022;F2201000434;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;454
06/01/2022;F2201000435;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;458
06/01/2022;F2201000436;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;454
06/01/2022;F2201000437;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;472,5
06/01/2022;F2201000438;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;465
06/01/2022;F2201000439;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;472
06/01/2022;F2201000440;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;465
06/01/2022;F2201000441;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;465
06/01/2022;F2201000442;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;472
06/01/2022;F2201000443;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;459
06/01/2022;F2201000444;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;459
06/01/2022;F2201000445;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;468
06/01/2022;F2201000446;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;473
06/01/2022;F2201000447;-;;A;1101534453;NS SWEET MANGO PLS 4PX40SX11G;Closed;470,5;467
10/01/2022;F2201000448;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000449;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000450;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000451;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
10/01/2022;F2201000452;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
10/01/2022;F2201000453;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000454;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000455;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
07/01/2022;F2201000456;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000457;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
07/01/2022;F2201000458;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
07/01/2022;F2201000459;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000460;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000461;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000462;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
07/01/2022;F2201000463;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000464;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000465;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000466;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000467;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000468;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000469;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;82
07/01/2022;F2201000470;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000471;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000472;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000473;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000474;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000475;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;84
07/01/2022;F2201000476;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000477;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000478;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;85
07/01/2022;F2201000479;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000480;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000481;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000482;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000483;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;81
07/01/2022;F2201000484;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;87
07/01/2022;F2201000485;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000486;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000487;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000488;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
07/01/2022;F2201000489;-;;;1101909331;NS ASO PLS 14GX18PX40S;Closed;84,33;83
10/01/2022;F2201000490;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;188
10/01/2022;F2201000491;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;194,71
10/01/2022;F2201000492;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;196,58
10/01/2022;F2201000493;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;188
10/01/2022;F2201000494;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;200
10/01/2022;F2201000495;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;241,83
10/01/2022;F2201000496;URGENT;;A;2103300316;TS SWT STEVIA INDUSTRIAL 12PX100SX2.6G;WIP;0;192,39
10/01/2022;F2201000497;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;310.000,00
10/01/2022;F2201000498;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;306.666,00
11/01/2022;F2201000501;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;188
11/01/2022;F2201000502;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;191
11/01/2022;F2201000503;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;203,67
11/01/2022;F2201000504;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;195
11/01/2022;F2201000505;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;196,33
